3533	3574	0.330033
936	8245	0.384025
3482	3574	0.660066
3403	3533	0.742574
3533	8672	0.742574
3574	8672	0.742574
942	2591	0.768049
942	967	0.797448
936	942	0.844854
942	2634	0.844854
942	3403	0.844854
942	8245	0.844854
2792	3403	0.844854
3557	3574	0.868403
967	2634	0.877193
967	3516	0.877193
942	3533	0.907591
942	3789	0.907591
967	3482	0.907591
2591	2634	0.921659
967	2591	0.956938
967	2792	0.956938
967	3403	0.956938
942	8651	0.990099
2792	3533	0.990099
2852	3533	0.990099
3482	3533	0.990099
3533	3557	0.990099
942	2792	0.998464
2852	3403	0.998464
942	2852	1.002004
3579	7765	1.020767
942	3396	1.036683
967	2852	1.036683
967	3574	1.036683
3433	3579	1.055966
3574	3579	1.068804
967	3533	1.072607
967	8651	1.072607
2591	3533	1.072607
2591	3789	1.072607
2852	3789	1.072607
3152	3789	1.072607
3403	8672	1.072607
942	2308	1.075269
2792	2852	1.075269
2792	3516	1.075269
967	3579	1.116427
942	3482	1.155116
967	3789	1.155116
2591	8651	1.155116
3403	3482	1.155116
3403	8651	1.155116
3482	3516	1.155116
3557	8672	1.155116
3789	8845	1.155116
942	1949	1.196172
3574	8234	1.202405
2591	3403	1.228879
2634	3403	1.228879
3579	8234	1.231961
942	8672	1.237624
2792	3482	1.237624
3574	3789	1.237624
3789	8245	1.237624
8234	8651	1.237624
936	967	1.275917
967	8234	1.275917
967	8245	1.275917
1949	3403	1.275917
2591	3396	1.275917
2852	3396	1.275917
3396	3403	1.275917
936	2591	1.305684
2308	3403	1.305684
2591	8245	1.305684
2634	2792	1.305684
3403	3574	1.305684
936	3789	1.320132
1949	3789	1.320132
2591	3482	1.320132
2634	3533	1.320132
2634	8651	1.320132
2792	8651	1.320132
2792	8672	1.320132
2852	3482	1.320132
2852	8651	1.320132
2852	8672	1.320132
3403	3789	1.320132
3482	3579	1.320132
3516	3533	1.320132
3516	8651	1.320132
3533	3579	1.320132
3533	8234	1.320132
3574	8651	1.320132
3579	3789	1.320132
3789	8234	1.320132
942	3824	1.322557
936	3396	1.355662
967	1949	1.355662
967	2308	1.355662
1949	2591	1.355662
3396	8245	1.355662
3433	8234	1.372756
936	2634	1.382488
936	3403	1.382488
942	8845	1.382488
2308	2852	1.382488
2591	2852	1.382488
2634	2852	1.382488
2634	8245	1.382488
2792	3574	1.382488
2792	8245	1.382488
2852	8845	1.382488
3403	8245	1.382488
936	3533	1.40264
967	8672	1.40264
2591	8672	1.40264
2634	3789	1.40264
3482	3789	1.40264
3482	8672	1.40264
3533	3789	1.40264
3533	8245	1.40264
3579	8651	1.40264
1949	2792	1.435407
1949	2852	1.435407
1949	3574	1.435407
1949	8845	1.435407
2792	3396	1.435407
3396	3574	1.435407
936	2852	1.459293
942	3516	1.459293
942	9210	1.459293
2591	2792	1.459293
2852	8245	1.459293
3403	3516	1.459293
3403	8845	1.459293
2852	3824	1.469508
3579	7698	1.478353
936	8651	1.485149
1949	3482	1.485149
1949	3533	1.485149
2308	3533	1.485149
2792	3789	1.485149
3396	3533	1.485149
3789	8651	1.485149
8245	8651	1.485149
