2731	2806	0.230415
2806	2827	0.230415
2806	8614	0.230415
2731	8698	0.318979
2806	7714	0.318979
7714	8614	0.398724
8918	9786	0.400802
2806	3770	0.412541
2731	2827	0.460829
2731	8614	0.460829
2806	8945	0.460829
2827	8614	0.460829
2731	7714	0.478469
2806	8698	0.478469
7714	7771	0.478469
3770	7714	0.49505
3770	7771	0.49505
3770	8614	0.49505
2827	7714	0.558214
8698	8862	0.558214
2731	3770	0.577558
2731	8964	0.577558
2806	8964	0.577558
2827	3770	0.577558
8698	8964	0.577558
7771	8703	0.601202
7771	8918	0.601202
2731	8862	0.614439
2806	7771	0.614439
2806	8862	0.614439
8614	8945	0.614439
7714	8945	0.637959
2731	8945	0.691244
2806	8918	0.691244
2806	9786	0.691244
2827	8945	0.691244
2827	8698	0.717703
8614	8698	0.717703
2827	8964	0.742574
3770	8945	0.742574
8862	8964	0.742574
7714	8698	0.797448
7714	8918	0.797448
8703	8918	0.801603
3770	8918	0.825083
8614	8964	0.825083
8945	8964	0.825083
2731	7771	0.844854
2806	8703	0.844854
2806	9809	0.844854
2827	7771	0.844854
2827	8862	0.844854
8614	8862	0.844854
7771	9809	0.868403
7714	8703	0.877193
7714	9786	0.877193
7714	9809	0.877193
8698	8945	0.877193
8698	9809	0.877193
3770	8698	0.907591
3770	8703	0.907591
7714	8964	0.907591
7771	8964	0.907591
8964	9809	0.907591
2731	8918	0.921659
2731	9786	0.921659
2731	9809	0.921659
2827	8918	0.921659
2827	9786	0.921659
8945	9809	0.921659
7771	9786	0.935204
7714	8862	0.956938
7771	8698	0.956938
2806	9769	0.990099
2827	9769	0.990099
3770	8964	0.990099
3770	9769	0.990099
3770	9809	0.990099
7714	9769	0.990099
8918	8964	0.990099
7771	8945	0.998464
8698	8918	1.036683
8698	9786	1.036683
8703	9786	1.068804
8703	9809	1.068804
8918	9809	1.068804
9786	9809	1.068804
3770	8862	1.072607
3770	9786	1.072607
7771	9769	1.072607
8614	9769	1.072607
2827	8703	1.075269
2827	9809	1.075269
8862	8945	1.075269
2731	8703	1.152074
8862	9809	1.152074
8918	8945	1.152074
8945	9786	1.152074
2731	9769	1.155116
8703	8964	1.155116
8964	9786	1.155116
8614	9809	1.161563
7771	8862	1.228879
8703	8945	1.228879
8698	8703	1.275917
8862	8918	1.305684
8862	9786	1.305684
8945	9769	1.320132
8698	9769	1.40264
8703	9769	1.40264
8918	9769	1.40264
8964	9769	1.485149
9769	9809	1.485149
