2310	2670	0.460829
2310	2793	0.460829
2670	2793	0.460829
2670	2945	0.460829
2310	2945	0.537634
2793	2945	0.537634
2670	3006	0.558214
2670	7091	0.614439
2310	3006	0.637959
2793	3006	0.637959
3006	7091	0.637959
2310	8459	0.668003
3221	3874	0.668003
2670	8459	0.691244
2793	8459	0.691244
2310	3636	0.717703
2945	3006	0.717703
3006	3221	0.717703
7091	8459	0.734803
2793	7091	0.768049
2945	7091	0.768049
2945	8459	0.768049
3006	3874	0.797448
1862	3874	0.801603
3221	3761	0.801603
2670	3498	0.825083
3221	3498	0.825083
2670	3221	0.844854
1862	3221	0.868403
2310	7091	0.868403
3761	3874	0.868403
3874	9760	0.868403
1862	3006	0.877193
3006	8459	0.877193
2793	3498	0.907591
1862	3761	0.935204
2670	3622	0.956938
2793	3636	0.956938
3221	3622	0.956938
3636	8459	0.956938
3874	8575	0.956938
2310	3498	0.990099
2945	3498	0.990099
2793	3221	0.998464
2945	3221	0.998464
2670	3636	1.036683
2793	3622	1.036683
3006	3761	1.036683
1862	3498	1.072607
3006	3498	1.072607
2670	3874	1.075269
2310	3622	1.116427
2670	8575	1.116427
2945	3622	1.116427
2945	3636	1.116427
3006	3622	1.116427
3006	8575	1.116427
3622	3874	1.116427
3622	7091	1.116427
3221	9760	1.135605
2670	3761	1.152074
3498	3874	1.155116
3498	7091	1.155116
2310	8575	1.196172
2793	8575	1.196172
3006	3636	1.196172
3221	3636	1.196172
3221	8575	1.196172
3622	8459	1.196172
3636	7091	1.196172
7091	8575	1.196172
1862	2670	1.228879
2793	3874	1.228879
2945	3874	1.228879
3498	8459	1.237624
2945	8575	1.275917
3636	3874	1.275917
2793	3761	1.305684
3498	3761	1.320132
3006	9760	1.355662
3636	3761	1.355662
1862	2793	1.382488
1862	2945	1.382488
2945	3761	1.382488
3498	3622	1.40264
1862	9760	1.402806
3761	9760	1.402806
1862	3622	1.435407
1862	3636	1.435407
1862	8575	1.435407
3622	3761	1.435407
8459	8575	1.435407
