1307	7532	0.0668
5690	7532	0.467602
1307	5690	0.534402
1517	7532	0.668003
5588	5690	0.668003
5690	6004	0.668003
1307	1517	0.734803
5588	6004	0.801603
5690	5937	0.801603
5588	5937	0.935204
5588	7532	0.935204
5937	6004	0.935204
6004	7532	0.935204
1307	5588	1.002004
1307	6004	1.002004
1517	5690	1.002004
5937	7532	1.068804
1307	5937	1.135605
5690	5980	1.135605
1589	5690	1.166667
1589	7532	1.166667
5588	5980	1.202405
1307	1589	1.25
5980	6004	1.269205
1589	5588	1.333333
5937	5980	1.336005
2689	5690	1.355662
2689	6004	1.355662
1523	5690	1.402806
1523	5937	1.402806
5980	7532	1.402806
1589	1760	1.416667
1268	5690	1.435407
1307	5980	1.469606
1517	5588	1.469606
1517	6004	1.469606
1523	6004	1.469606
1517	1589	1.5
1589	5937	1.5
1589	6004	1.5
