3849	9731	0.035199
7654	8425	0.15361
2488	7654	0.537634
2488	8425	0.537634
3849	7654	0.614439
3849	8425	0.614439
7654	9731	0.614439
1404	1721	0.666667
8425	9731	0.691244
2000	8370	0.844854
867	7536	0.884956
7536	8370	0.983284
2488	3849	0.998464
1721	2966	1.068804
2488	9731	1.075269
6073	7536	1.081613
7297	7536	1.081613
833	1404	1.166667
1721	7536	1.179941
2929	7536	1.179941
5888	7536	1.179941
833	1721	1.202405
1404	2966	1.25
2000	7536	1.278269
867	7297	1.336005
833	7536	1.376598
3017	7536	1.376598
7536	7654	1.376598
7536	8425	1.376598
2929	3716	1.382488
