936	942	0.844854
936	967	1.275917
936	2591	1.305684
936	2634	1.382488
936	2852	1.459293
936	3396	1.355662
936	3403	1.382488
936	3533	1.40264
936	3789	1.320132
942	967	0.797448
942	1949	1.196172
942	2308	1.075269
942	2591	0.768049
942	2634	0.844854
942	2792	0.998464
942	2852	1.002004
942	3396	1.036683
942	3403	0.844854
942	3482	1.155116
942	3516	1.459293
942	3533	0.907591
942	3789	0.907591
942	3824	1.322557
967	1949	1.355662
967	2308	1.355662
967	2591	0.956938
967	2634	0.877193
967	2792	0.956938
967	2852	1.036683
967	3403	0.956938
967	3482	0.907591
967	3516	0.877193
967	3533	1.072607
967	3574	1.036683
967	3579	1.116427
967	3789	1.155116
1949	2591	1.355662
1949	2792	1.435407
1949	2852	1.435407
1949	3403	1.275917
1949	3482	1.485149
1949	3533	1.485149
1949	3574	1.435407
1949	3789	1.320132
2308	2852	1.382488
2308	3403	1.305684
2308	3533	1.485149
2591	2634	0.921659
2591	2792	1.459293
2591	2852	1.382488
2591	3396	1.275917
2591	3403	1.228879
2591	3482	1.320132
2591	3533	1.072607
2591	3789	1.072607
2634	2792	1.305684
2634	2852	1.382488
2634	3403	1.228879
2634	3533	1.320132
2634	3789	1.40264
2792	2852	1.075269
2792	3396	1.435407
2792	3403	0.844854
2792	3482	1.237624
2792	3516	1.075269
2792	3533	0.990099
2792	3574	1.382488
2792	3789	1.485149
2852	3396	1.275917
2852	3403	0.998464
2852	3482	1.320132
2852	3533	0.990099
2852	3789	1.072607
2852	3824	1.469508
3152	3789	1.072607
3396	3403	1.275917
3396	3533	1.485149
3396	3574	1.435407
3403	3482	1.155116
3403	3516	1.459293
3403	3533	0.742574
3403	3574	1.305684
3403	3789	1.320132
3433	3579	1.055966
3482	3516	1.155116
3482	3533	0.990099
3482	3574	0.660066
3482	3579	1.320132
3482	3789	1.40264
3516	3533	1.320132
3533	3557	0.990099
3533	3574	0.330033
3533	3579	1.320132
3533	3789	1.40264
3557	3574	0.868403
3574	3579	1.068804
3574	3789	1.237624
3579	3789	1.320132
