964	1077	1.152074
964	1176	1.0
964	1501	0.734803
964	1580	0.877193
964	3426	1.336005
964	3459	1.269205
964	3678	1.068804
964	7368	0.601202
964	7448	0.334001
964	7480	1.152074
1077	1501	1.459293
1077	3896	1.228879
1077	3904	1.228879
1077	7368	1.305684
1077	7448	1.075269
1176	1501	1.25
1176	7368	1.166667
1176	7448	0.833333
1188	1324	1.469606
1324	7489	1.002004
1501	1580	1.196172
1501	7368	0.801603
1501	7448	0.668003
1580	3896	0.956938
1580	3904	0.956938
1580	7368	0.877193
1580	7448	0.717703
3426	7448	1.402806
3459	3678	1.402806
3459	7448	1.336005
3678	7368	1.402806
3678	7448	1.135605
3691	3896	1.231961
3691	3904	1.231961
3896	3904	0.105597
3896	7480	1.228879
3904	7480	1.228879
5627	7108	1.355662
5627	7179	1.196172
5627	7284	1.196172
5627	7480	1.435407
5627	7489	1.435407
5798	7108	1.435407
5798	7179	1.275917
5798	7284	1.275917
6986	7448	1.469606
7108	7179	0.601202
7108	7284	0.801603
7108	7402	0.534402
7179	7284	0.668003
7179	7402	0.801603
7179	7480	1.459293
7284	7402	1.002004
7284	7480	1.459293
7368	7448	0.534402
7368	7480	1.305684
7448	7480	1.075269
